Frame,Lat,Lon,Altitude_m,Yaw_deg,Pitch_deg,Roll_deg
70,28.7536325,77.1154071,-0.034,90.74482097,-0.2123704449,0.6558594168
71,28.7536325,77.1154071,-0.034,90.74482097,-0.2123704449,0.6558594168
72,28.7536325,77.1154071,-0.034,90.74482097,-0.2123704449,0.6558594168
73,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
74,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
75,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
76,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
77,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
78,28.7536324,77.1154071,-0.043,90.83960351,-0.2172166108,0.6626367787
79,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
80,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
81,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
82,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
83,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
84,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
85,28.7536324,77.1154071,-0.049,90.6625855,-0.2077771293,0.648803031
86,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
87,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
88,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
89,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
90,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
91,28.7536325,77.115407,-0.051,90.74787407,-0.2112606859,0.6497709969
92,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
93,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
94,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
95,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
96,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
97,28.7536325,77.115407,-0.055,90.74749158,-0.2130835993,0.6433576093
98,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
99,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
100,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
101,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
102,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
103,28.7536325,77.115407,-0.061,90.81423619,-0.2171974543,0.6476051866
104,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
105,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
106,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
107,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
108,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
109,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
110,28.7536325,77.115407,-0.074,90.74273777,-0.2182818535,0.6477525692
111,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
112,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
113,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
114,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
115,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
116,28.7536324,77.115407,-0.08,90.75449252,-0.2189571885,0.6476424858
117,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
118,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
119,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
120,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
121,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
122,28.7536324,77.1154069,-0.085,90.75355679,-0.2183058659,0.6513914592
123,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
124,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
125,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
126,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
127,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
128,28.7536324,77.1154069,-0.086,90.7498958,-0.222666915,0.6548867018
129,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
130,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
131,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
132,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
133,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
134,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
135,28.7536324,77.1154069,-0.086,90.75825596,-0.2251480346,0.6558366317
136,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
137,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
138,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
139,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
140,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
141,28.7536324,77.1154069,-0.084,90.74201377,-0.2215405875,0.6560689115
142,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
143,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
144,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
145,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
146,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
147,28.7536324,77.1154069,-0.079,90.75593369,-0.2199611996,0.655602431
148,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
149,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
150,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
151,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
152,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
153,28.7536324,77.1154068,-0.081,90.74246456,-0.2223205364,0.6548052198
154,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
155,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
156,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
157,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
158,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
159,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
160,28.7536324,77.1154068,-0.085,90.75052418,-0.220694311,0.6502436139
161,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
162,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
163,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
164,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
165,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
166,28.7536324,77.1154067,-0.088,90.74503954,-0.217196934,0.6463462973
167,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
168,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
169,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
170,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
171,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
172,28.7536324,77.1154067,-0.084,90.74731399,-0.2193982026,0.6495109694
173,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
174,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
175,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
176,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
177,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
178,28.7536324,77.1154067,-0.084,90.74861856,-0.2258945263,0.656782773
179,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
180,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
181,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
182,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
183,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
184,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
185,28.7536324,77.1154067,-0.085,90.75014852,-0.2359862908,0.6626332036
186,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
187,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
188,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
189,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
190,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
191,28.7536323,77.1154067,-0.087,90.75488184,-0.2415948633,0.6675648136
192,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
193,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
194,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
195,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
196,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
197,28.7536323,77.1154067,-0.089,90.75284645,-0.238748462,0.6697847852
198,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
199,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
200,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
201,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
202,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
203,28.7536323,77.1154068,-0.086,90.7547589,-0.2407021096,0.6705747392
204,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
205,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
206,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
207,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
208,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
209,28.7536323,77.1154067,-0.085,90.75233418,-0.2382925469,0.6717046019
210,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
211,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
212,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
213,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
214,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
215,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
216,28.7536323,77.1154067,-0.086,90.7528806,-0.2345449342,0.6737973078
217,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
218,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
219,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
220,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
221,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
222,28.7536323,77.1154067,-0.086,90.75168531,-0.2286785487,0.6737613426
223,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
224,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
225,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
226,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
227,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
228,28.7536323,77.1154067,-0.089,90.75022365,-0.2236446726,0.670518817
229,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
230,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
231,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
232,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
233,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
234,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
235,28.7536323,77.1154066,-0.096,90.74822924,-0.2230125733,0.666564351
236,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
237,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
238,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
239,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
240,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
241,28.7536324,77.1154065,-0.099,90.74881663,-0.2177209243,0.6639856344
242,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
243,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
244,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
245,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
246,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
247,28.7536324,77.1154065,-0.103,90.75009388,-0.2160289983,0.6603599245
248,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
249,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
250,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
251,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
252,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
253,28.7536324,77.1154064,-0.103,90.74942452,-0.2119764817,0.6593126111
254,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
255,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
256,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
257,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
258,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
259,28.7536324,77.1154064,-0.103,90.75096131,-0.2108351064,0.6621205659
260,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
261,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
262,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
263,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
264,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
265,28.7536324,77.1154063,-0.103,90.74964992,-0.2137056401,0.6676262319
266,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
267,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
268,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
269,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
270,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
271,28.7536325,77.1154063,-0.108,90.74896007,-0.2135892468,0.6652199776
272,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
273,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
274,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
275,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
276,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
277,28.7536325,77.1154062,-0.118,90.74887811,-0.2104136891,0.6596102579
278,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
279,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
280,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
281,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
282,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
283,28.7536325,77.1154061,-0.128,90.75046954,-0.2096147437,0.6564731733
284,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
285,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
286,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
287,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
288,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
289,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
290,28.7536325,77.1154061,-0.127,90.74982067,-0.2087026466,0.6592556217
291,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
292,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
293,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
294,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
295,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
296,28.7536325,77.115406,-0.123,90.74970456,-0.2078227262,0.6617061655
297,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
298,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
299,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
300,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
301,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
302,28.7536325,77.115406,-0.116,90.74923328,-0.2096263097,0.6684372102
303,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
304,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
305,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
306,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
307,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
308,28.7536325,77.1154059,-0.108,90.74979335,-0.2137574135,0.6728026616
309,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
310,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
311,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
312,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
313,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
314,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
315,28.7536325,77.1154059,-0.106,90.75000509,-0.2143083643,0.6765711117
316,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
317,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
318,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
319,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
320,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
321,28.7536324,77.1154058,-0.104,90.74796286,-0.2100691647,0.6763361105
322,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
323,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
324,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
325,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
326,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
327,28.7536324,77.1154057,-0.105,90.74727984,-0.207398454,0.6782082227
328,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
329,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
330,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
331,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
332,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
333,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
334,28.7536324,77.1154056,-0.109,90.7442609,-0.2072373443,0.6762308295
335,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
336,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
337,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
338,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
339,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
340,28.7536324,77.1154055,-0.109,90.74273094,-0.2048632799,0.6753351676
341,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
342,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
343,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
344,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
345,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
346,28.7536324,77.1154054,-0.107,90.74406282,-0.2017597327,0.6736563285
347,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
348,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
349,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
350,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
351,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
352,28.7536324,77.1154053,-0.103,90.74259433,-0.2014302027,0.6756630167
353,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
354,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
355,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
356,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
357,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
358,28.7536324,77.1154052,-0.1,90.74348226,-0.2056316495,0.6743056233
